code,name,shares,weight,market_value_100m
NVDA US,NVIDIA CORP(輝達公司),83000,8.62,0.19
AAPL US,蘋果公司,50100,7.78,0.17
MU US,美光科技公司,13900,6.65,0.15
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),21600,6.09,0.13
MSFT US,微軟,21100,4.85,0.11
AMZN US,亞馬遜公司,38000,4.5,0.1
GOOGL US,ALPHABET INC-CL A(Alphabet公司),22300,3.63,0.08
META US,Meta平台公司,10500,3.57,0.08
GOOG US,Alphabet公司 Class C,19000,3.05,0.07
LRCX US,科林研發股份有限公司,19200,2.66,0.06
PANW US,Palo Alto Networks Inc,15600,2.66,0.06
TXN US,德州儀器公司,17800,2.21,0.05
WDC US,威騰電子公司,10600,2.18,0.05
AVGO US,博通公司,13000,2.16,0.05
ADI US,亞德諾公司,10700,1.88,0.04
PLTR US,帕蘭提爾科技公司,21500,1.8,0.04
COHR US,連貫公司,11700,1.72,0.04
LITE US,魯門特姆控股公司,3900,1.71,0.04
CRWD US,Crowdstrike控股公司,13800,1.58,0.03
KLAC US,科磊公司,18500,1.56,0.03
TSM US,台積電,7500,1.53,0.03
INTC US,英特爾,26200,1.46,0.03
MRVL US,MARVELL TECHNOLOGY INC,11600,1.37,0.03
STX US,希捷科技控股公開有限公司,3400,1.37,0.03
CDNS US,Cadence設計系統公司,9600,1.3,0.03
CIEN US,喜雅納公司,7300,1.22,0.03
MCHP US,Microchip Technology Inc,33200,1.14,0.02
V US,威士卡,6700,1.14,0.02
SKHY US,SK hynix Inc,12800,1.11,0.02
ASML US,ASML Holding NV,1400,1.1,0.02
SNOW US,Snowflake公司,6900,1.07,0.02
CLS US,Celestica Inc,6100,0.96,0.02
ARM US,安謀控股公開有限公司,6000,0.89,0.02
TER US,泰瑞達公司,5100,0.89,0.02
ANET US,Arista網路公司,9300,0.88,0.02
SHOP US,Shopify公司,13300,0.84,0.02
AXON US,泰瑟國際公司,4000,0.83,0.02
NFLX US,Netflix Inc,24100,0.81,0.02
NOW US,ServiceNow公司,12900,0.81,0.02
SIMO US,Silicon Motion Technology Corp,6600,0.81,0.02
SPCX US,太空探索科技公司,11300,0.79,0.02
TTWO US,Take-Two Interactive Software Inc,6800,0.65,0.01
BKNG US,Booking Holdings Inc,7500,0.58,0.01
BABA US,阿里巴巴,10400,0.55,0.01
IOT US,森萬聯有限公司,28600,0.5,0.01
SPOT US,Spotify Technology SA,2100,0.5,0.01
DASH US,DoorDash Inc,5500,0.49,0.01
MDB US,MongoDB Inc,2500,0.47,0.01
UBER US,Uber Technologies Inc,14200,0.46,0.01
FSLY US,Fastly Inc,33100,0.42,0.01
