code,name,shares,weight,market_value_100m
TSLA US,特斯拉公司,8645,8.26,0.03
SHOP US,Shopify公司,16377,6.81,0.02
CRSP US,CRISPR治療公司,28627,4.3,0.02
TWST US,Twist Bioscience Corp,13047,4.3,0.02
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),3041,4.18,0.01
TXG US,10X Genomics Inc,24772,3.91,0.01
HOOD US,羅賓漢市場公司,14529,3.77,0.01
SPCX US,太空探索科技公司,9164,3.73,0.01
TSM US,台積電,3035,3.56,0.01
AMZN US,亞馬遜公司,4709,3.47,0.01
PLTR US,帕蘭提爾科技公司,7026,3.42,0.01
TEM US,Tempus AI Inc,23579,3.3,0.01
CRCL US,Circle網路集團公司,16002,3.26,0.01
XYZ US,布洛克公司,10275,2.32,0.01
NTRA US,那提拉公司,2546,2.25,0.01
ILMN US,伊魯米納公司,4104,2.19,0.01
COIN US,比特幣基地全球公司,5087,2.11,0.01
LLY US,禮來公司,595,2.07,0.01
BEAM US,光束治療公司,27482,2.07,0.01
NVDA US,NVIDIA CORP(輝達公司),2727,1.7,0.01
SNOW US,Snowflake公司,1834,1.69,0.01
WGS US,GeneDx控股公司,7621,1.65,0.01
AVGO US,博通公司,1383,1.49,0.01
CRWV US,CoreWeave Inc,5471,1.45,0.01
DE US,迪爾,828,1.38,0.0
BMNR US,BitMine Immersion Technologi,25948,1.35,0.0
NTLA US,英特利亞治療公司,40577,1.34,0.0
GOOG US,Alphabet公司 Class C,1323,1.28,0.0
BLSH US,Bullish,17321,1.21,0.0
KTOS US,克瑞拓斯安全防衛公司,6438,1.13,0.0
META US,Meta平台公司,702,1.08,0.0
GOOGL US,ALPHABET INC-CL A(Alphabet公司),1050,1.03,0.0
CBRS US,Cerebras Systems Inc,1577,0.98,0.0
ACHR US,阿徹航空公司,40714,0.73,0.0
SOFI US,索菲科技公司,13816,0.69,0.0
TER US,泰瑞達公司,600,0.69,0.0
RBLX US,Roblox公司,6220,0.66,0.0
XE US,X-Energy Inc,11764,0.63,0.0
CERS US,Cerus公司,62549,0.49,0.0
FIG US,Figma Inc,6280,0.46,0.0
VCYT US,Veracyte公司,3419,0.39,0.0
RXRX US,利可迅生技公司,33889,0.3,0.0
NET US,Cloudflare公司,118,0.1,0.0
BWXT US,BWX科技股份有限公司,108,0.05,0.0
